V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
-0.000369981,-0.000377121,-0.000387869,-0.021990205,-0.000228626,-0.000290945,-0.00022178,-0.000223909,-0.000228481,-0.013990508,-0.000135183,-0.000180289,-0.000160354,-0.000156598,-0.00015711,-0.011521176,-9.69E-05,-0.000143115
-0.000239074,-0.000213899,-0.000214791,-0.02176724,-0.000195596,-0.003054983,-0.000146932,-0.000147745,-0.000144233,-0.014805989,-0.000120665,-0.001752594,-0.000108182,-0.00011067,-0.000109272,-0.010415049,-8.97E-05,-0.001364674
-0.000306243,-0.000300249,-0.000282337,-0.021952069,-0.000241462,-0.00211201,-0.000196783,-0.000192373,-0.000183373,-0.014627499,-0.000118486,-0.001453626,-0.000142725,-0.000136888,-0.000136744,-0.011037899,-9.06E-05,-0.001092583
-0.000321749,-0.000319405,-0.00031452,-0.023117686,-0.000234495,-0.000801392,-0.000194803,-0.000192716,-0.000189444,-0.015157545,-0.000126658,-0.000534715,-0.000131724,-0.000129192,-0.000125693,-0.011273008,-9.89E-05,-0.000358687
-0.000299656,-0.000295135,-0.000291606,-0.023587983,-0.000249526,-0.004040863,-0.000164219,-0.000165681,-0.00015915,-0.016284345,-0.000144667,-0.002599057,-0.000128075,-0.000127495,-0.000126724,-0.012505632,-0.000102954,-0.001998014
-0.000284686,-0.000284496,-0.00028657,-0.024371339,-0.000239568,-0.002011364,-0.000150806,-0.000153578,-0.000152107,-0.015528643,-0.000125712,-0.001196976,-0.000116163,-0.000115047,-0.000114116,-0.012177852,-9.11E-05,-0.000851859
-0.000403155,-0.000395115,-0.000397519,-0.025876764,-0.000244027,-0.005217842,-0.000240031,-0.000227817,-0.000225873,-0.015516926,-0.000135998,-0.003526017,-0.00015738,-0.000155451,-0.0001539,-0.012441497,-9.64E-05,-0.002733737
-0.000354638,-0.000329898,-0.000328425,-0.023871998,-0.000219633,-0.003232532,-0.000214322,-0.00020059,-0.000199198,-0.0147157,-0.000123729,-0.00190288,-0.000151983,-0.000145933,-0.000146243,-0.011701901,-9.48E-05,-0.001325326
-0.000378058,-0.000378608,-0.000358971,-0.024637472,-0.000230501,-0.003345229,-0.000229998,-0.000228556,-0.000217374,-0.016893073,-0.000146031,-0.00217876,-0.000161128,-0.000157239,-0.000153009,-0.012291494,-0.000105351,-0.001745601
-0.000347975,-0.000330418,-0.00032162,-0.023213861,-0.000242635,-0.000917534,-0.000196598,-0.000186365,-0.000178569,-0.015671316,-0.000127665,-0.000495411,-0.00014512,-0.000137387,-0.000137851,-0.012078658,-9.63E-05,-0.00036564
-0.000351567,-0.000316513,-0.000307423,-0.024105146,-0.00026753,-0.002674395,-0.000224928,-0.000209079,-0.000207149,-0.015770588,-0.000123197,-0.001394765,-0.000164268,-0.000155986,-0.000147681,-0.011578446,-9.62E-05,-0.001044438
-0.000247945,-0.000240379,-0.000241283,-0.023688808,-0.00026682,-0.002311717,-0.000151389,-0.000149361,-0.00015002,-0.01512367,-0.00012351,-0.001439657,-0.000108544,-0.000105434,-0.000107109,-0.011580125,-9.60E-05,-0.001087813
-0.000275908,-0.00027156,-0.000266797,-0.022694575,-0.000264164,-0.002651759,-0.000151528,-0.000150955,-0.00014858,-0.01522526,-0.000127485,-0.001550454,-0.000106296,-0.000106795,-0.000106027,-0.011772388,-9.12E-05,-0.001140424
-0.000274269,-0.000264424,-0.000246237,-0.024545257,-0.000237947,-0.001104928,-0.000154625,-0.000147895,-0.000139509,-0.015651961,-0.000120983,-0.000663349,-0.000111709,-0.00010931,-0.000105722,-0.011850838,-8.66E-05,-0.000469303
-0.000237923,-0.000217884,-0.00021602,-0.023469176,-0.000204714,-0.002136244,-0.000166963,-0.000158352,-0.000154916,-0.015586138,-0.0001177,-0.001383607,-0.000123692,-0.000121414,-0.000118109,-0.011631665,-8.93E-05,-0.001017364
-0.000237461,-0.000235726,-0.000232509,-0.024831192,-0.00025619,-0.001857911,-0.000155085,-0.000152029,-0.000150094,-0.015810369,-0.00013939,-0.001067069,-0.000107564,-0.000106447,-0.000104231,-0.01206806,-9.70E-05,-0.000762775
-0.000246494,-0.000242847,-0.000235994,-0.026579487,-0.000251226,-0.003952039,-0.000134276,-0.000132866,-0.000136287,-0.016708139,-0.0001251,-0.002711087,-0.000102411,-0.000103858,-0.000104151,-0.012581702,-9.40E-05,-0.002080808
-0.000205692,-0.000209447,-0.000209913,-0.026921311,-0.000210309,-0.001760579,-0.000135256,-0.000131377,-0.000130867,-0.01773773,-0.000122001,-0.001060424,-8.79E-05,-8.83E-05,-8.79E-05,-0.01384445,-9.13E-05,-0.000822199
-0.000275692,-0.000267383,-0.000259545,-0.024281636,-0.000257443,-0.002677195,-0.000150052,-0.000150427,-0.000146918,-0.017742495,-0.000140083,-0.001483881,-0.000114278,-0.000114521,-0.00011202,-0.012751375,-9.70E-05,-0.001041632
-0.000229026,-0.000230458,-0.000223352,-0.023892486,-0.00023366,-0.003747876,-0.000137191,-0.000130428,-0.000132161,-0.016357807,-0.000134427,-0.002378656,-9.34E-05,-9.04E-05,-8.85E-05,-0.013480695,-8.72E-05,-0.001713922
-0.000237814,-0.000229611,-0.000221052,-0.023943958,-0.000201253,-0.002368729,-0.00012951,-0.000123466,-0.000123093,-0.016737571,-0.000120625,-0.00156724,-9.18E-05,-8.89E-05,-8.83E-05,-0.012419394,-8.96E-05,-0.001155121
-0.00023631,-0.000233321,-0.000239877,-0.024880765,-0.000226398,-0.00265151,-0.000141363,-0.000138486,-0.000137962,-0.017284276,-0.000127232,-0.001488604,-0.000100947,-9.79E-05,-9.79E-05,-0.0132252,-9.24E-05,-0.001000671
-0.00024659,-0.000241035,-0.000236079,-0.028190249,-0.000239877,-0.000770784,-0.000165427,-0.000159956,-0.000155891,-0.017650964,-0.000137083,-0.000530152,-0.000116167,-0.000115698,-0.000113222,-0.013718142,-9.59E-05,-0.000414976
-0.000272659,-0.000261493,-0.000262258,-0.028994285,-0.000205822,-0.001264084,-0.000148391,-0.000142736,-0.000147549,-0.017789924,-0.000135559,-0.000714583,-0.000105949,-0.000104491,-0.00010627,-0.013476587,-9.00E-05,-0.000538057
-0.00035868,-0.000340689,-0.000304529,-0.03394053,-0.000205319,-0.002154012,-0.000191555,-0.000186015,-0.000177193,-0.017666031,-0.000127365,-0.001432628,-0.000129478,-0.000124932,-0.000118065,-0.01406615,-9.24E-05,-0.000991014
-0.000226625,-0.000224408,-0.000220657,-0.029277955,-0.000242357,-0.003279209,-0.000135347,-0.00014158,-0.000137421,-0.018585127,-0.000144906,-0.002253879,-0.00010594,-0.000106526,-0.000107547,-0.014702431,-9.76E-05,-0.00174638
-0.000195536,-0.000196796,-0.000195844,-0.028650281,-0.00022228,-0.004260881,-0.000124938,-0.000123879,-0.000124699,-0.01873636,-0.000133585,-0.002670141,-8.67E-05,-8.83E-05,-8.79E-05,-0.015439798,-9.78E-05,-0.001962765
-0.000203168,-0.000202346,-0.000202806,-0.02616233,-0.00022329,-0.001166276,-0.000126729,-0.000123226,-0.000126083,-0.017925889,-0.000126094,-0.000654164,-9.24E-05,-9.15E-05,-9.16E-05,-0.014323866,-9.03E-05,-0.000489195
