"V1","V2","V3","V4"
-0.0151260976577885,-0.00397438778432451,-0.019066387125486,-0.00376211717770194
-0.00446797852133775,-0.00222895662341132,-0.024866724001401,-0.00882387769214539
-0.010089002597349,-0.00347350800565534,-0.0213517661800382,-0.00698106349582795
0.00449411069320289,-0.00549059025689919,-0.0195534649763485,-0.00407874042577546
-0.0168708860388214,-0.00364763653159625,-0.0236459683076078,-0.0069413041636994
-0.0186939548527408,-0.00833071572397746,-0.0245152302871741,-0.00972505461539883
-0.0155690188871791,-0.00418576255136053,-0.0251396474067958,-0.00800802938906925
-0.00502323146384871,-0.00349974322589734,-0.0263864123331575,-0.00959920780398047
-0.0272020237105923,-0.00352212450386275,-0.0229630052130231,-0.00465080188608561
-0.0100432047968642,-0.0042908111874789,-0.021924440346637,-0.00588541452228498
0.00269050777732873,-0.00427932717442248,-0.0226813413498939,-0.00666428924750543
0.00401557957429656,-0.00194801906051305,-0.0222887121378771,-0.00369869619579259
0.00715610377366028,-0.00329776250517237,-0.0202200765043935,-0.00631105731655758
-0.0112742486572229,-0.00338575445486463,-0.0237509350199779,-0.00838965079620827
-0.00216368361820096,-0.0024298344755163,-0.0189004766635146,-0.00517253510183789
-0.00299236741329271,-0.00294038577693844,-0.0205195723986191,-0.00336252573633033
-0.0135299660622911,-0.00460247081913238,-0.0217224950220741,-0.00710617976829075
-0.008795085083064,-0.00371320912609373,-0.0209038584465655,-0.004483123144106
-0.015516616037296,-0.00884194684693511,-0.0223465183730069,-0.00839997618562694
-0.0137170615649384,-0.00127426317502373,-0.0238012180091848,-0.00639576926955316
0.0176653821937574,-0.0153609777232604,-0.0286781457669297,-0.014931772235001
0.033921348635666,-0.00401453005411202,-0.0198345829581899,-0.00251110387987943
-0.0235420165984904,-0.00292968750200719,-0.0270235162305982,-0.00550373138736665
-0.0147327961087379,-0.004556359553433,-0.0258635472677148,-0.00545962876993778
-0.0201417426211577,-0.00977994032229766,-0.0278851947974566,-0.0149975660217684
0.00664614648984326,-0.00262380763557504,-0.0249338476762635,-0.00427908089396538
0.000633110577606423,-0.00324535738629673,-0.0241244488959156,-0.00723868264228028
-0.00108012063761163,-0.00596476564740052,-0.0212934806539447,-0.00676598545854051
-0.0212330354086706,-0.00946106134797779,-0.0276282781484743,-0.0122823629579092
-0.0283289037958012,-0.0104271774271741,-0.0252136277924689,-0.0108942529977677
-0.0248140374637212,-0.0108747599109722,-0.0265769033081406,-0.0120637762030211
-0.0222073580242569,-0.0094650081100013,-0.0299335280167699,-0.015247524558231
-0.000991546729371177,-0.00916117960093366,-0.0255956718825175,-0.0119157295394248
-0.0138674825511522,-0.00665016100800494,-0.0266916558324096,-0.0110349449130187
-0.00417990362136363,-0.00781717937263803,-0.0225038265903222,-0.00722721292347999
-0.0206852214650881,-0.00813279598287664,-0.0229786918511652,-0.00689607824928518
-0.0104987656725671,-0.00680690326400111,-0.0249365643978203,-0.0103316130133344
-0.0202176072977513,-0.00313682025999253,-0.0265856175497545,-0.00831547560945164
-0.0140198017561843,-0.00658843787075932,-0.026453744445802,-0.0112652877043472
-0.00306429578574008,-0.00440792838550272,-0.0301536661974604,-0.0125132020491779
-0.0212989656212845,-0.00433263396812013,-0.0261454880475123,-0.00584872159768192
-0.00644114904437651,-0.00487824104979847,-0.0235764823101375,-0.0100952378013982
-0.0209798529844693,-0.00621427041422474,-0.0301065953470672,-0.0126973076519324
-0.0208378350005245,-0.00667201838291181,-0.0280612775524651,-0.0105702773072785
-0.0112030887392377,-0.00447145421131893,-0.0254049882037552,-0.00789641855019615
-0.0188899312234072,-0.00525033148100199,-0.0262023076546721,-0.0115063036966603
-0.00244280293991663,-0.0030011614830435,-0.0231421132031723,-0.00590101136276333
